RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.10.7;Datestart
;;;;;;;;B>A;A;д/сДружная-д/сКурасовщина;1234567;101942;;73075,15666,15838,15020,15021,15022,15023,15024,15025,15026,15031,15047,15048,15836;;
;;;;;;;0;A1>D;A;д/с Курасовщина-д/сДружная - D;67;101944;;15836,15056,15057,15058,15059,15060,15061,15062,15063,15064,15065,15837,15839,15843;;
;;;;;15979,;;0;A1>D;A;д/с Курасовщина- D;12345;104686;;15836,15056,15057,15058,15059,15060,15061,15062,15063,15064,15065,15837,15839,15843;;
;;;;;15955,;;0;D>A1;A;D - д/сДружная-д/сКурасовщина;67;101943;;15666,15838,15020,15021,15022,15023,15024,15025,15026,15031,15047,15048,15836;;
;;;;;15979,;;0;D>A1;A;D - д/с Курасовщина;12345;104685;;15666,15838,15020,15021,15022,15023,15024,15025,15026,15031,15047,15048,15836;;
28;;;;4 ТП;15913,;;;A>B;A;ДС Веснянка - ЗЕЛЕНЫЙ ЛУГ -3;1234567;99380;;15846,54756,54757,15850,15852,15854,15856,14843,14844,14845,14846,14847,14444,14445,14446,14447,14448,14449,14450,14460;;d1-d5 - 24.07.2013<br>d6-d7 - 27.07.2013
;;;;;;;;B>A;A;ЗЕЛЕНЫЙ ЛУГ -3 - ДС ВЕСНЯНКА;1234567;99383;;14460,14461,14462,14463,14464,14465,14466,14692,14693,14694,14695,14696,14697,15855,15853,15851,15849,54761,15847,68808,15846;;
;;;;;;;0;A>D;A;ДС Веснянка -  D;1234567;99381;;15846,54756,54757,15850,15852,15854,15856,14843,14844;;
;;;;;;;0;B>D;A;ЗЕЛЕНЫЙ ЛУГ -3 - D;1234567;99378;;14460,14461,14462,14463,14464,14465,14466,14692,14693,14694,14695,14696,14697;;
;;;;;;;0;D>A;A;D -  - ДС ВЕСНЯНКА;1234567;99382;;14696,14697,15855,15853,15851,15849,54761,15847,68808,15846;;
;;;;;;;0;D>B;A;D - ЗЕЛЕНЫЙ ЛУГ -3;1234567;99379;;14843,14844,14845,14846,14847,14444,14445,14446,14447,14448,14449,14450,14460;;
29;;;;5 ТП;15955,;;;A>B;A;ДС Калиновского - пл. Мясникова;1234567;101946;;14354,14353,14484,14483,15117,15118,15119,15120,15121,15107,14761,14760,15019,15748,15747,15736,15738,15777,15779,15566,15122,15774,15775;;d1-d5 - 28.10.2013<br>d6-d7 - 07.09.2013
;;;;;;;;B>A;A;пл. Мясникова -  ДС Калиновского;1234567;101949;;15775,15597,15598,15599,15600,15778,15776,58353,14516,14517,14518,14765,14766,14992,15017,15108,15109,15110,15111,15116,14482,14485,54352,14354;;
;;;;;;;0;A>D;A;ДС Калиновского - D;1234567;101945;;14354,14353,14484,14483,15117,15118,15119;;
;;;;;;;0;B>D;A;пл. Мясникова - D;1234567;101947;;15775,15597,15598,15599,15600,15778,15776,58353,14516,14517,14518,14765,14766;;
;;;;;;;0;D>A;A;D -  ДС Калиновского;1234567;101950;;15110,15111,15116,14482,14485,54352,14354;;
;;;;;;;0;D>B;A;D - пл. Мясникова;1234567;101948;;14760,15019,15748,15747,15736,15738,15777,15779,15566,15122,15774,15775;;
30;;;;2 ТП;15143,;;;A>B;A;МАЛИНИНА-ВОКЗАЛ;1234567;68788;;54291,54305,54306,15759,15757,15756,15754,15831,15626,15627,15628,15907,15908,15909,15564,15899,15900;;d1-d5 - 02.09.2013<br>d6 - 18.06.2011<br>d7 - 19.06.2011
;;;;;;;;B>A;A;ВОКЗАЛ-МАЛИНИНА;1234567;68785;;15900,15901,15443,15905,15906,15612,15613,15614,15830,54310,15752,15753,14472,15758,15760,15762,15764,15765,15767,15768,15766,54291;;
31;;;;3 ТП;15990,;;;A>B;A;ДС Кунцевщина - Семашко;67;106295;;15858,14606,14607,14613,14614,14615,14679,14680,14681,14852,15562,15587,15164,14903,14904,14905,14906,14907,16249,15685,15686,15688,15689,16245;;d1-d5 - 16.09.2013<br>d6-d7 - 12.10.2013
;;;;;;;;B>A;A;Семашко - ДС Кунцевщина;67;106296;;16245,15691,15692,15693,15694,16253,15212,15213,15214,15215,15216,15589,15588,14853,14593,14594,14595,14596,14597,14598,14599,14600,14601,54610,15858;;
;;;;;;;0;A>D1;A;Кунцевщина - ТП 3;67;106303;;15858,14606,14607,14613,14614,14615,14679,14680,14681,14852,15562,15587,15164,14903,14904,14905;;
;;;;;;;0;B>D;A;Семашко - ТП 3;67;106298;;16245,15691,15692,15693,15694,16253,15212,15213;;
;;;;;;;0;D>A;A;ТП 3 - ДС Кунцевщина;67;106299;;15214,15215,15216,15589,15588,14853,14593,14594,14595,14596,14597,14598,14599,14600,14601,54610,15858;;
;;;;;;;0;D>B;A;ТП 3 - Семашко;67;106297;;14907,16249,15685,15686,15688,15689,16245;;
;;;;4 ТП;15964,;;;A>B;A;ДС "Кунцевщина" - Семашко;12345;103242;;15858,14606,14607,14613,14614,14615,14679,14680,14681,14852,15562,15587,15164,14903,14904,14905,14906,14907,16249,15685,15686,15688,15689,16245;;
;;;;;;;;B>A;A;Семашко - ДС "Кунцевщина";12345;103243;;16245,15691,15692,15693,15694,16253,15212,15213,15214,15215,15216,15589,15588,14853,14593,14594,14595,14596,14597,14598,14599,14600,14601,54610,15858;;
;;;;;;;0;A>D;A;ДС "Кунцевщина" - D;12345;103247;;15858,14606,14607,14613,14614,14615,14679,14680,14681,14852,15562,15587,15164;;
;;;;;;;0;B>D;A;Семашко - D;12345;103245;;16245,15691,15692,15693,15694,16253,15212,15213,15214,15215,15216;;
;;;;;;;0;D>A;A;D - ДС "Кунцевщина";12345;103246;;15589,15588,14853,14593,14594,14595,14596,14597,14598,14599,14600,14601,54610,15858;;
;;;;;;;0;D>B;A;D - Семашко;12345;103244;;14903,14904,14905,14906,14907,16249,15685,15686,15688,15689,16245;;
32;;;;3 ТП;15990,;;;A>B;A;ДС Малиновка-4 - ст.м. Петровщина;1234567;106308;;54638,15581,15583,15584,15585,15586,15590,15591,14934,14935,15662,15663,15570;;d1-d5 - 14.10.2013<br>d6-d7 - 12.10.2013
;;;;;;;;B>A;A;ст.м. Петровщина - ДС Малиновка-4;1234567;106305;;15570,15571,15572,15573,15574,15575,15576,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;A>D;A;ДС Малиновка-4 - ТП 3;1234567;106306;;54638,15581,15583,15584,15585,15586,15590,15591,14934;;
;;;;;;;0;D>A;A;ТП 3 - ДС Малиновка-4;1234567;106307;;15575,15576,15577,15578,15579,15580,15582,54638;;
33;;;;5 ТП;15962,;;;A>B;A;ДС Дражня – ст. м. "Пушкинская";1234567;102751;;15282,15286,15361,15362,14738,14739,14740,14741,14742,14754,14755,14757,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14684;;d1-d5 - 16.09.2013<br>d6-d7 - 14.09.2013
;;;;;;;;B>A;A;ст. м. "Пушкинская" - ДС Дражня;1234567;102750;;14590,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14767,14769,14770,14771,14772,14774,14775,14776,15283,15285,15282;;
;;;;;;;0;B1>D;A;ст. м. "Пушкинская" - D;1234567;102755;;14590,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14767,14769,14770,14771,14772,14774,14775,14776;;
;;;;;;;0;D>B1;A;D - ст. м. "Пушкинская";1234567;102753;;14740,14741,14742,14754,14755,14757,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14684;;
34;;;;;15868,;;;A>B;A;ДС Ангарская-4 -Зеленый луг-3;12345;96624;;68909,15330,15331,15332,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,14733,14734,14735,14736,14737,14738,14739,14740,14741,14742,14754,14755,14757,14760,14758,14444,14445,14446,14447,14448,14449,14450,14460;;d1-d5 - 12.06.2013<br>d6-d7 - 07.09.2013
;;;;;15955,;;;A>B;A;ДС Ангарская-4 -Зелёный луг-3;67;101962;;68909,15330,15331,15332,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,14733,14734,14735,14736,14737,14738,14739,14740,14741,14742,14754,14755,14757,14760,14758,14444,14445,14446,14447,14448,14449,14450,14460;;
;;;;;15868,;;;B>A;A;Зеленый луг-3-  ДС Ангарская-4;1234567;96627;;14460,14461,14462,14463,14464,14465,14466,14764,14765,14766,14767,14769,14770,14771,14772,14774,14775,14776,14777,14778,14779,14780,14781,15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
;;;;;;;;A1>D;A;ДС Ангарская-4 - D;1234567;96625;;68909,15330,15331,15780,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,14733;;
;;;;;;;;B1>D;A;Зеленый луг-3 - D;1234567;96622;;14460,14461,14462,14463,14464,14465,14466,14764,14765,14766,14767,14769,14770,14771,14772,14774;;
;;;;;;;;D>A1;A;D -  ДС Ангарская-4;1234567;96626;;15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
;;;;;;;;D>B1;A;D -Зеленый луг-3;1234567;96623;;14740,14741,14742,14754,14755,14757,14760,14758,14444,14445,14446,14447,14448,14449,14450,14460;;
35;;;;;15955,;;;A>B;A;дс СЛАВИНСКОГО- ДС СЕРЕБРЯНКА;1234567;101971;;15014,14350,14347,15015,15016,15017,15107,14767,14769,14770,14771,14772,14773,14775,14776,14777,14778,14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14502;;d1-d5 - 28.10.2013<br>d6-d7 - 07.09.2013
;;;;;;;;B>A;A;ДС Серебрянка - ДС СЛАВИНСКОГО;1234567;101974;;14502,54486,15794,15796,15799,15801,15804,15806,15807,15810,14735,14736,14737,14738,14739,14740,14741,14742,14754,14755,14757,14992,14993,14994,14995,14348,14997,15014;;
;;;;;;;0;A>D;A;дс Славинского - D тп5;67;101969;;15014,14350,14347,15015,15016,15017,15107,14767,14769,14770,14771,14772,14773;;
;;;;;16006,;;0;A1>D;A;ДС СЛАВИНСКОГО - D ТП5;12345;107848;;15014,14350,14347,15015,15016,15017,15107,14767,14769,14770,14771,14772,14773;;
;;;;;15955,;;0;B>D;A;ДС Серебрянка  - D тп5;67;101972;;14502,54486,15794,15796,15799,15801,15804,15806,15807,15810,14735;;
;;;;;16006,;;0;B1>D;A;ДС Серебрянка - D ТП5;12345;107851;;14502,54486,15794,15796,15799,15801,15804,15806,15807,15810,14735;;
;;;;;15955,;;0;D>A;A;D тп5  - дс Славинского;67;101970;;14740,14741,14742,14754,14755,14757,14992,14993,14994,14995,14348,14997,15014;;
;;;;;16006,;;0;D>A1;A;D  ТП5  - ДС СЛАВИНСКОГО;12345;107849;;14740,14741,14742,14754,14755,14757,14992,14993,14994,14995,14348,14997,15014;;
;;;;;15955,;;0;D>B;A;D  тп5 - ДС Серебрянка;67;101973;;14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14502;;
;;;;;16006,;;0;D>B1;A;D - ДС Серебрянка;12345;107852;;14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14502;;
35д;;;;;15887,;;;A>B;A;ДС СЕРЕБРЯНКА -  Круглая   пл.;12345;97727;;14502,54486,15794,15796,15799,15801,15804,15806,15807,15810,14735,14736,14737;;d1-d5 - 01.07.2013
;;;;;;;;B>A;A;Круглая   пл. - ДС СЕРЕБРЯНКА;12345;97728;;14737,14777,14778,14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14502;;
;;;;;;;0;D>A;A;D - ДС СЕРЕБРЯНКА;12345;97731;;14777,14778,14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14502;;
36;;;;3 ТП;15990,;;;A>B;A;ДС Юго-Запад - Кошевого;67;106309;;54682,15660,15661,15662,15663,15197,15200,15596,15202,15205,15207,15209,15211,15893,15894,133147,15905,15906,15612,15613,15614,15615,15942,15943,15938,14473;;d1-d5 - 14.10.2013<br>d6 - 12.10.2013<br>d7 - 13.10.2013
;;;;;15992,;;;A>B;A;ДС Юго-Запад -  Кошевого;12345;106746;;54682,15660,15661,15662,15663,15197,15200,15596,15202,15205,15207,15209,15211,15893,15894,133147,15905,15906,15612,15613,15614,15615,15942,15943,15938,14473;;
;;;;;15990,;;;B>A;A;Кошевого - ДС Юго-Запад;1234567;106310;;14473,15939,15940,15941,15626,15627,15628,15907,15908,15909,69093,15944,15892,15568,15210,15208,15206,15204,15203,15201,14908,14909,15198,15652,15653,200002,15659,15645,54682;;
;;;;;;;0;B>D;A;Кошевого - ТП 3;12345;106312;;14473,15939,15940,15941,15626,15627,15628,15907,15908,15909,15564,15899,15944,15892,15568,15210,15208,15206,15204,15203,15201;;
;;;;;;;0;D>B;A;ТП 3 - Кошевого;1234567;106314;;15202,15205,15207,15209,15211,15893,15894,133147,15905,15906,15612,15613,15614,15615,15942,15943,15938,14473;;
37;;;;5 ТП;15889,;;;A>B;A;ДС УРУЧЬЕ-4 - пл. Мясникова;1234567;98211;;14660,14661,14663,14380,14673,14675,14513,14514,14515,14996,14351,14350,14347,15015,15016,15017,15107,14761,14760,14758,14467,14456,14468,14469,15565,15566,15122,15774,15775;;d1-d5 - 28.10.2013<br>d6-d7 - 03.07.2013
;;;;;;;;B>A;A;пл. Мясникова - ДС УРУЧЬЕ-4;1234567;98214;;15775,15597,15598,15599,15600,15601,15602,15219,14441,14442,14764,14765,14766,14992,14993,14994,14995,14348,14349,14352,14486,14487,14431,14676,14674,14379,14664,14662,14659,14660;;
;;;;;;;0;B1>D;A;пл. Мясникова - D;1234567;98212;;15775,15597,15598,15599,15600,15601,15602,15219,14441,14442,14764,14765,14766;;
;;;;;;;0;D>B1;A;D - пл. Мясникова;1234567;98213;;14760,14758,14467,14456,14468,14469,15565,15566,15122,15774,15775;;
38;;;;5 ТП+4 ТП;15918,;;;A>B;A;Славинского - ДС Сухарево;12345;99603;;15014,14350,14347,15015,15016,15017,15107,14761,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14702,14703,14704,14714,15129,15130,15131,15132,54292,15134,15135,15136,15137,15138,15139,15175,15172;;d1-d5 - 01.08.2013
;;;;;;;;B>A;A;ДС Сухарево - Славинского;12345;99600;;15172,15153,15154,15158,15159,15160,15161,15162,15163,15164,15165,15166,14715,14817,14818,14819,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,14993,14994,14995,14348,14997,15014;;
;;;;;;;0;A>D1;A;ДС Славинского - ТП-4;12345;99605;;15014,14350,14347,15015,15016,15017,15107,14761,14760,14758,14759,14693,14694,14695,14696;;
;;;;;;;0;B>D1;A;д/с Сухарево - ТП-4;12345;99606;;15172,15153,15154,15158,15159,15160,15161,15162,15163,15164;;
;;;;;;;0.81;B1>D;A;Сухарево -  ТП 5;12345;99599;;15172,15173,15174,15157,15158,15159,15160,15161,15162,15163,15164,15165,15166,14715,14817,14818,14819,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766;;
;;;;;;;0;D1>A;A;ТП-4 -ДС Славинского;12345;99604;;14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,14993,14994,14995,14348,14997,15014;;
;;;;;;;0;D1>B;A;ТП-4 - д/с Сухарево;12345;99595;;15132,54292,15134,15135,15136,15137,15138,15139,15175,15172;;
39;;;;3 ТП;15990,;;;A>B;A;ДС Юго-Запад - 2-е кольцо;1234567;106561;;54683,15646,15647,15648,71807,73042,14906,14907,15200,15596,58354,14816,14762,14715,14817,14818,14819,14838,14839,14840,14841,54519,54537;;d1-d5 - 14.10.2013<br>d6-d7 - 12.10.2013
;;;;;;;;B>A;A;2-е кольцо - ДС Юго-Запад;1234567;106562;;54537,14699,14700,14701,14702,14703,14704,14714,14716,54642,14763,15201,15212,15213,71803,73043,15638,15639,15640,54609,54683;;
;;;;;;;0;B>D;A;2-е кольцо - ТП 3;67;106567;;54537,14699,14700,14701,14702,14703,14704,14714,14716,54642,14763,15201,15212,15213;;
;;;;;15992,;;0;D>B;A;ТП 3 - 2-е кольцо;12345;106755;;14906,14907,15200,15596,58354,14816,14762,14715,14817,14818,14819,14838,14839,14840,14841,54519,54537;;
40;;;;;15990,;;;A>B;A;ДС Карастояновой - ДС Юго-Запад;1234567;106324;;54651,15713,58346,15724,15726,15727,15728,15731,15736,15738,15777,15779,15566,15122,15567,15568,15210,15208,15206,15204,15203,15201,14908,14909,15198,15652,15653,200002,15659,15645,54682;;d1-d5 - 14.10.2013<br>d6-d7 - 12.10.2013
;;;;;;;;B>A;A;ДС Юго-Запад - ДС Карастояновой;1234567;106323;;54682,15660,15661,15662,15663,15197,15200,15596,15202,15205,15207,15209,15211,15597,15598,15599,15600,15778,15776,58353,15732,15730,15729,15751,15725,15717,15716,15715,15750,54651;;
;;;;;;;0;A>D;A;ДС Карастояновой - ТП 3;1234567;106327;;54651,15713,58346,15724,15726,15727,15728,15731,15736,15738,15777,15779,15566,15122,15567,15568,15210,15208,15206,15204,15203,15201,15212;;
;;;;;;;0;D>A;A;ТП 3 - ДС Карастояновой;1234567;106326;;15200,15596,15202,15205,15207,15209,15211,15597,15598,15599,15600,15778,15776,58353,15732,15730,15729,15751,15725,15717,15716,15715,15750,54651;;
;;;;;;;0;D>B;A;ТП 3 - ДС Юго-Запад;1234567;106322;;14908,14909,15198,15652,15653,200002,15659,15645,54682;;
41;;;;5 ТП;15955,;;;A>B;A;ДС УРУЧЬЕ -2 - ДС МАЛИНИНА;1234567;101983;;14386,14384,14382,14649,14651,14675,14489,14677,15418,15419,15420,15421,14774,14775,14776,14777,14778,14779,14780,14781,14782,14795,15752,15753,14472,15758,15760,15762,15764,15765,15767,15768,15766,54291;;d1-d5 - 09.10.2013<br>d6-d7 - 07.09.2013
;;;;;;;;B>A;A;ДС МАЛИНИНА - ДС УРУЧЬЕ-2;1234567;101986;;54291,54305,54306,15759,15757,15756,15754,14731,14732,14733,14734,14735,14736,14737,14738,14739,15422,15423,15429,14340,14678,14512,14676,14650,14381,14383,14385,14386;;
;;;;;15987,;;0;A1>D;A;ДС УРУЧЬЕ-2 - D;12345;105841;;14386,14384,14382,14649,14651,14675,14489,14677,15418,15419,15420,15421,14774;;
;;;;;;;0;B1>D;A;ДС МАЛИНИНА - D;12345;105844;;54291,54305,54306,15759,15757,15756,15754,14731,14732;;
;;;;;;;0;D>A1;A;D - ДС УРУЧЬЕ-2;12345;105842;;15422,15423,15429,14340,14678,14512,14676,14650,14381,14383,14385,14386;;
;;;;;;;0;D>B1;A;D - ДС МАЛИНИНА;12345;105845;;14781,14782,14795,15752,15753,14472,15758,15760,15762,15764,15765,15767,15768,15766,54291;;
41д;;;;2 ТП;15979,;;;A>B;A;ДС Малинина – Запорожская пл.;12345;104705;;54291,54305,54306,15759,15757,15756,15754,14731,14732,14733,14734,14735,14736,14737,14738,14739,14774;;d1-d5 - 01.10.2013
;;;;;;;;B>A;A;Запорожская пл. - ДС Малинина;12345;104706;;14774,14775,14776,14777,14778,14779,14780,14781,14782,14795,15752,15753,14472,15758,15760,15762,15764,15765,15767,15768,15766,54291;;
42;;;;5 ТП;16006,;;;A>B;A;УРУЧЬЕ-4 дс - Дражня дс;12345;107860;;14660,14661,14663,14380,14673,14675,14489,14677,15418,15419,15420,15421,14774,14775,14776,15283,15284,15282;;d1-d5 - 28.10.2013
;;;;;;;;B>A;A;Дражня дс - УРУЧЬЕ-4 дс;12345;107863;;15282,15286,15361,15362,14738,14739,15422,15423,15429,14340,14678,14512,14676,14674,14379,14664,14662,14659,14660;;
;;;;;;;0.88;A1>D;A;УРУЧЬЕ-4 дс - D;12345;107865;;14660,14661,14663,14380,14673,14675,14489,14677,15418,15419,15420,15421,14774,14775,14776;;
;;;;;;;0.88;D>A1;A;D - УРУЧЬЕ-4 дс;12345;107864;;14738,14739,15422,15423,15429,14340,14678,14512,14676,14674,14379,14664,14662,14659,14660;;
43;;;;2 ТП;15947,;;;A>B;A;Серова-Дружная;1234567;100562;;69176,15068,15095,15096,15097,15098,15100,15102,15065,15837,15839,15843,73075;;d1-d5 - 30.08.2013<br>d6-d7 - 07.09.2013
;;;;;;;;B>A;A;Дружная-Серова;1234567;100561;;73075,15666,15838,15020,15104,15103,15101,15099,15105,15092,15093,15094,69175,69176;;
;;;;;;;0;A1>D;A;Серова - D;12345;100564;;69176,15068,15095,15096,15097,15098,15100,15102,15065,15837,15839,15843;;
;;;;;15955,;;0;A1>D;A;Серова-Дружная - D;67;101993;;69176,15068,15095,15096,15097,15098,15100,15102,15065,15837,15839,15843;;
;;;;;15947,;;0;D>A1;A;D -Серова;12345;100563;;15666,15838,15020,15104,15103,15101,15099,15105,15092,15093,15094,69175,69176;;
;;;;;15955,;;0;D>A1;A;D - Дружная-Серова;67;101992;;15666,15838,15020,15104,15103,15101,15099,15105,15092,15093,15094,69175,69176;;
44;;;;4 ТП;15889,;;;A>B;A;д/с Запад - Бобруйская;1234567;98215;;69517,15191,15192,14855,14856,14679,14680,14681,14682,14683,14684,14685,14686,14687,14688,14570,14571,15893,15894,133147;;d1-d5 - 25.09.2013<br>d6 - 06.07.2013<br>d7 - 03.07.2013
;;;;;;;;B>A;A;Бобруйская- д/с Запад;1234567;98216;;133147,69093,15944,15892,14525,14526,14575,14576,14577,14589,14590,14591,14592,14593,14594,14595,14858,14859,14882,14883,14888,69517;;
;;;;;;;0;A>D;A;д/с Запад - D;1234567;98218;;69517,15191,15192,14855,14856,14679,14680,14681,14682,14683,14684,14685;;
;;;;;;;0;B>D;A;Вокзал - D;7;98220;;133147,69093,15944,15892,14525,14526,14575,14576;;
;;;;;;;0;D>A;A;D - д/с Запад;1234567;98217;;14591,14592,14593,14594,14595,14858,14859,14882,14883,14888,69517;;
;;;;;;;0;D>B;A;D - Вокзал;1234567;98219;;14686,14687,14688,14570,14571,15893,15894,133147;;
46;;;;3 ТП;15990,;;;A>B;A;ДС Зеленый Луг - пл. Мясникова;1234567;106330;;15790,15787,15784,15782,54541,14461,14462,14463,14464,14465,14466,14467,14456,14468,14469,15565,15566,15122,15774,15775;;d1-d5 - 14.10.2013<br>d6-d7 - 12.10.2013
;;;;;;;;B>A;A;пл. Мясникова - ДС Зеленый Луг;1234567;106331;;15775,15597,15598,15599,15600,15601,15602,15219,14441,14442,14443,14444,14445,14446,14447,14448,14449,14450,15781,15783,15785,15786,15790;;
;;;;;;;0;A>D;A;ДС Зеленый Луг - ТП 3;1234567;106328;;15790,15787,15784,15782,54541,14461,14462,14463,14464,14465,14466,14467,14456,14468,14469,15565,15566,15122;;
;;;;;;;0;D>A;A;ТП 3 - ДС Зеленый Луг;1234567;106329;;15597,15598,15599,15600,15601,15602,15219,14441,14442,14443,14444,14445,14446,14447,14448,14449,14450,15781,15783,15785,15786,15790;;
48;;;;4 ТП;15808,;;;A>B;A;д/с Сухарево - ДС "Кунцевщина";67;91471;;15172,15173,15174,15157,15158,14874,14875,14876,14877,14878,14867,14600,14601,54610,15858;;d1-d5 - 16.09.2013<br>d6-d7 - 13.04.2013
;;;;;15964,;;;A>B;A;д/с Сухарево - д/с "Кунцевщина";12345;103275;;15172,15173,15174,15157,15158,14874,14875,14876,14877,14878,14867,14600,14601,54610,15858;;
;;;;;15808,;;;B>A;A;ДС "Кунцевщина" - д/с Сухарево;67;91470;;15858,14606,14607,14868,14869,14870,14871,14872,14873,15137,15155,15151,15152,15175,15172;;
;;;;;15964,;;;B>A;A;д/с "Кунцевщина" - д/с Сухарево;12345;103274;;15858,14606,14607,14868,14869,14870,14871,14872,14873,15137,15155,15151,15152,15175,15172;;
;;;;;15808,;;;A>D1;A;д/с Сухарево - D;12345;91475;;15172,15173,15174,15157,15158;;
;;;;;15964,;;;B1>D;A;д/с "Кунцевщина" - D;12345;103277;;15858,14606,14607,14868,14869;;
;;;;;15808,;;;D>A1;A;D - д/с Сухарево;1234567;91474;;15137,15155,15151,15152,15175,15172;;
;;;;;;;;D>B1;A;D - ДС "Кунцевщина";67;91472;;14878,14867,14600,14601,54610,15858;;
;;;;;15964,;;;D>B1;A;D - д/с "Кунцевщина";12345;103276;;14878,14867,14600,14601,54610,15858;;
49;;;;2 ТП;15635,;;;A>B;A;ДС Серебрянка - ул. ОЛЕГА КОШЕВОГО;12345;79448;;15826,15827,54305,54306,15759,15757,15756,15754,15831,15615,15942,15943,15938,14473;;d1-d5 - 22.10.2012
;;;;;;;;B>A;A;ул. ОЛЕГА КОШЕВОГО - ДС Серебрянка;12345;79451;;14473,15939,15940,15941,15830,54310,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
50;;;;5 ТП;15964,;;;A>B;A;ДС МАЛИНИНА - Коммунарка;12345;103285;;54291,54305,54306,15759,15757,15756,15754,15831,15626,15627,15628,15612;;d1-d5 - 16.09.2013
;;;;;;;;B>A;A;Ф-ка Коммунарка - дс Малинина;12345;103282;;15612,15613,15614,15830,54310,15752,15753,14472,15758,15760,15762,15764,15765,15767,15768,15766,54291;;
51;;;;2 ТП;15962,;;;A>B;A;пл.Казинца-ДС Дружная;1234567;102760;;15031,15047,15048,15836,15836,15049,15050,15090,15097,15098,15100,15102,15065,15837,15839,15843,73075;;d1-d5 - 16.09.2013<br>d6-d7 - 14.09.2013
;;;;;;;;B>A;A;ДС Дружная-пл.Казинца;1234567;102767;;73075,15666,15838,15020,15104,15103,15101,15099,15105,15106,15052,15053,15056,15057,15058,15031;;
;;;;;;;0;A1>D;A;пл Казинца- D;67;102762;;15031,15047,15048,15836,15836,15049,15050,15090,15097,15098,15100,15102,15065,15837,15839,15843;;
;;;;;15964,;;0;A1>D;A;пл,Казинца- D;12345;103292;;15031,15047,15048,15836,15836,15049,15050,15090,15097,15098,15100,15102,15065,15837,15839,15843;;
;;;;;15962,;;0;D>A1;A;D -пл Казинца;67;102761;;15666,15838,15020,15104,15103,15101,15099,15105,15106,15052,15053,15056,15057,15058,15031;;
;;;;;15964,;;0;D>A1;A;D -пл,Казинца;12345;103291;;15666,15838,15020,15104,15103,15101,15099,15105,15106,15052,15053,15056,15057,15058,15031;;
52;;;;3 ТП;15990,;;;A>B;A;ДС Малиновка-4 - ДС Кунцевщина;1234567;106332;;54638,15581,15583,15584,15585,15586,15643,15644,15645,58341,58342,58337,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;d1-d5 - 28.10.2013<br>d6-d7 - 12.10.2013
;;;;;;;;B>A;A;ДС Кунцевщина - ДС Малиновка-4;1234567;106335;;15858,14606,14607,14868,14869,14870,14871,14872,14873,58335,58336,58343,15640,15641,15642,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;A>D;A;ДС Малиновка-4 - ТП 3;1234567;106336;;54638,15581,15583,15584,15585,15586,15643,15644,15645,15647,15648;;
;;;;;;;0;B>D;A;ДС Кунцевщина - ТП 3;1234567;106334;;15858,14606,14607,14868,14869,14870,14871,14872,14873,58335,54678,58343;;
;;;;;;;0;D>A;A;ТП 3 - ДС Малиновка-4;1234567;106337;;15640,15641,15642,15577,15578,15579,15580,15582,54638;;
;;;;;;;0;D>B;A;ТП 3 - ДС Кунцевщина;12345;106333;;58341,58342,58337,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;
53;;;;;;;;A>B;A;ДС Малиновка-4 - ДС Зеленый Луг;1234567;106343;;54638,15581,15583,15584,15585,15586,15590,15591,14934,14935,15654,15655,71807,73042,14906,14907,15200,15596,15202,15205,15207,15209,15211,15597,15598,15599,15600,15601,15602,15219,14441,14442,14443,14444,14445,14446,14447,14448,14449,14450,15781,15783,15785,15786,15790;;d1-d5 - 14.10.2013<br>d6-d7 - 12.10.2013
