RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.10.7;Datestart
;;;;;;;0.61;D>B2;A;D АП 5 - Слепянка (подбор);12345;103885;;15200,14815,14719,14720,14721,14722,14723,14724,14726,14727,14728,14729,14730,14731,14733,15812,15813,15473,15435,15436,15437,15438,15439,15440;;
84д;;;;4 АП;15892,;;;A>B;A;Малиновка-4 - автовокзал "Восточный";67;104480;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,69018,15595,15197,15200,14719,14720,14721,14722,14723,14726,14729,14730,14731,14732,14795;;d6-d7 - 06.07.2013
;;;;;;;;B>A;A;автовокзал "Восточный" - Малиновка-4;67;104483;;14795,54310,14796,14802,14805,14808,14809,14810,14813,14814,14908,15570,15571,14911,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
85с;;;;2 АП;15766,;;;A>B;A;Вокзал - Гатово;1234567;89945;;15897,15443,15444,15447,15450,58334,16161,16131,16162,16163,16134,16166,16167,16170,16173;;d1-d5 - 01.10.2013<br>d6-d7 - 09.05.2013
;;;;;;;;B>A;A;Гатово-Вокзал;1234567;89944;;16173,16169,16168,16165,16133,16164,16135,16132,16160,15547,15549,15552,15896,15897;;
;;;;;;;0.78;B1>D;A;Гатово- D АП 2;1234567;89950;;16173,16169,16168,16165,16133,16164,16135,16132,16160,15547;;
;;;;;;;0.17;D>A1;A;D АП 2 - Вокзал;1234567;89954;;15549,15552,15896,15897;;
;;;;;;;0.78;D>B1;A;D АП 2 - Гатово;1234567;89949;;15450,58334,16161,16131,16162,16163,16134,16166,16167,16170,16173;;
86;;;;7 АП;15109,;;;A>B;A;ДС УРУЧЬЕ-4 - П. Озерище;1234567;51602;;14660,14659,14657,14656,14653,14650,14648,14646,14644,14642,14630,16157,14636,14632,14634;;d1-d5 - 02.04.2012<br>d6-d7 - 15.05.2011
;;;;;;;;B>A;A;П. Озерище - ДС УРУЧЬЕ-4;1234567;51603;;14634,14635,14637,14638,14640,14641,14643,14645,14647,14649,14651,14652,14658,14660;;
87с;;;;;15918,;;;A>B;A;ДС "Зелёный Луг" - АС Автозаводская;1234567;99533;;15788,15787,15784,15782,14451,14452,14453,14455,69222,14996,14351,133233,15418,15419,15420,15421,14774,14775,15283,15284,15289,15291,15292,15295,15296,15297,14712,14711,14830;;d1-d5 - 01.08.2013<br>d6 - 03.08.2013<br>d7 - 04.08.2013
;;;;;;;;B>A;A;АС  Автозаводская  - ДС "Зеленый Луг";12345;99536;;14830,15343,15344,15345,15294,15293,15290,15288,15286,15362,14739,15422,15423,15429,14430,14349,14352,54205,69223,15946,69224,15781,15783,15785,15786,15788;;
;;;;;15920,;;;B>A;A;АС Автозаводская  - ДС "Зеленый Луг";67;99624;;14830,15343,15344,15345,15294,15293,15290,15288,15286,15362,14739,15422,15423,15429,14430,14349,14352,54205,69223,15946,69224,15781,15783,15785,15786,15788;;
;;;;;15918,;;0.87;B1>D;A;ДС Автозаводская - D;12345;99538;;14830,15343,15344,15345,15294,15293,15290,15288,15286,15362,14739,15422,15423,15429,14430,14349,14352,54205,69223,15946,69224;;
;;;;;;;0;D>B;A;D - ДС Автозаводская;12345;99535;;14451,14452,14453,14455,69222,14996,14351,133233,15418,15419,15420,15421,14774,14775,15283,15284,15289,15291,15292,15295,15296,15297,14712,14711,14830;;
88с;;;;6 АП;15979,;;;A>B;A;д/с Ангарская-4 - Ландера;12345;104941;;68909,15330,15331,15332,15340,14712,14743,14623,133205,14586,15513,15523,15525,15535,15539,15540,15541,15485,15486,15456,58334,15985,15052,15056,15057,15058,15031,15032,15033,15034,15035;;d1-d5 - 01.10.2013
;;;;;;;;B>A;A;Ландера - д/с Ангарская-4;12345;104942;;15035,15036,15037,15038,15047,15048,15049,15089,15960,15490,15459,15460,15469,15500,193108,15502,133126,15504,15506,14617,14584,133204,14620,16180,14626,15298,15300,15303,15304,15833,68909;;
;;;;;;;0.17;A1>D;A;Ангарская-4 - D АП 6 (Съезд с  ст.м. Могилевская);12345;104946;;68909,15330,15331,15332,15340,14712;;
;;;;;;;0.58;B1>D;A;Ландера - D АП 6 (съезд с Чижовки);12345;104945;;15035,15036,15037,15038,15047,15048,15049,15089,15960,15490,15459,15460,15469,15500,193108,15502,133126;;
;;;;;;;0.42;D>A1;A;D АП 6 - Ангарская (подбор с Чижовки);12345;104943;;133126,15504,15506,14617,14584,14619,14620,16180,14626,15298,15300,15303,15304,15833,68909;;
;;;;;;;0.56;D>B1;A;D АП 6 - Ландера (подбор с Чижовки);12345;104944;;15535,15539,15540,15541,15485,15486,15456,58334,15985,15052,15056,15057,15058,15031,15032,15033,15034,15035;;
89э;;;;7 АП;15356,;;;A>B;A;ДС УРУЧЬЕ-2 - т.ц. Ждановичи;234567;67698;;14386,14382,14649,14651,14489,14341,14757,14760,14758,14759,14696,15853,14553,14555,14556,14557,14558,58376;;d2-d5 - 17.01.2012<br>d6 - 26.10.2013<br>d6-d7 - 03.03.2012
;;;;;;;;B>A;A;т.ц. Ждановичи - ДС УРУЧЬЕ-2;234567;67699;;58376,14559,14560,14561,14562,14563,14552,15854,14844,14764,14765,14495,14500,14650,14381,14383,14386;;
91;;;;;15759,;;;A>B;A;А/В МОСКОВСКИЙ - Веснинка;1234567;89499;;14387,14341,14343,14490,14491,14492,14493,14524,14521,15018,15019,15748,15747,15732,14468,14469,15565,15009,15010,15526,15039,15040,15041,15855,15853,15851,15951,15042,133216,69234,58379;;d1-d5 - 15.04.2013<br>d6-d7 - 23.02.2013
;;;;;;;;B>A;A;Веснинка - А/В МОСКОВСКИЙ;1234567;89496;;58379,15043,15045,15044,15951,15852,15854,15856,15084,15112,15113,15890,15114,15115,15600,15601,15602,15219,15731,14516,14517,14518,14519,14520,69238,14523,14494,14495,14496,14346,14342,15418,14387;;
92с;;;;6 АП;15887,;;;A>B;A;д/с Чижовка - Ст. м. Академия наук;12345;97675;;68866,15527,15528,15529,15709,15708,15294,15293,15290,15286,15362,14739,14754,15514,15952;;d1-d5 - 01.07.2013
;;;;;;;;B>A;A;Ст. м. Академия наук - д/с Чижовка;12345;97676;;15952,14767,14769,14770,14775,15283,15284,15291,15704,15707,15530,15531,15532,15533,68866;;
93;;;;;16004,;;;A>B;A;д/с Шабаны - Аэропорт "Минск-1";1234567;107622;;14746,14747,14748,14749,58367,14824,14825,58378,14828,16041,15343,15344,15345,15621,15622,15623,15624,14782,14795,14796,14802,14803,14804,14805,14806,14807,14808,14809,15842;;d1-d5 - 28.10.2013<br>d6-d7 - 26.10.2013
;;;;;;;;B>A;A;Аэропорт "Минск-1" - д/с Шабаны;1234567;107623;;15842,15841,15873,15878,15879,15882,14726,14727,14728,14729,14730,14731,15616,15617,15618,15619,15295,15296,15297,15620,16040,16042,14826,14783,14750,14751,14744,14746;;
;;;;;;;0.37;A1>D;A;д/с Шабаны - а/с Автозаводская - D;1234567;107626;;14746,14747,14748,14749,58367,14824,14825,58378,14828,16041,14711;;
;;;;;;;0.66;B1>D;A;Аэропорт "Минск-1" - а/с Автозаводская - D;1234567;107627;;15842,15841,15873,15878,15879,15882,14726,14727,14728,14729,14730,14731,15616,15617,15618,15619,15295,15296,15297,14830;;
;;;;;;;0.32;D>A1;A;D - а/с Автозаводская - д/с Шабаны;67;107624;;14830,15620,16040,16042,14826,14783,14750,14751,14744,14746;;
;;;;;16006,;;0.32;D>A1;A;D - а/с Автозаводская -  д/с Шабаны;12345;107740;;14830,15620,16040,16042,14826,14783,14750,14751,14744,14746;;
;;;;;16004,;;0.62;D>B1;A;D - а/с Автозаводская - Аэропорт "Минск-1";67;107625;;14830,15343,15344,15345,15621,15622,15623,15624,14782,14795,14796,14802,14803,14804,14805,14806,14807,14808,14809,15842;;
;;;;;16006,;;0.62;D>B1;A;D - а/с Автозаводская -  Аэропорт "Минск-1";12345;107741;;14830,15343,15344,15345,15621,15622,15623,15624,14782,14795,14796,14802,14803,14804,14805,14806,14807,14808,14809,15842;;
94c;;;;;15956,;;;A>B;A;AС Автозаводская  -  Чижовcкое кл-ще;7;102030;;14830,15620,16014,15525,133379,58380;;d7 - 08.09.2013
;;;;;;;;B>A;A;Чижовское кл-ще - АС Автозаводская;7;102031;;58380,15953,16182,14712,14711,14830;;
94с;;;;;15954,;;;A>B;A;ДС Автозаводская  - Чижовское кл-ще;12345;107088;;14830,15620,16014,15525,133379,58380;;d1-d5 - 06.09.2013<br>d6 - 07.09.2013
;;;;;15955,;;;A>B;A;АС Автозаводская  - Чижовское кл-ще;6;101801;;14830,15620,16014,15525,133379,58380;;
;;;;;15954,;;;B>A;A;Чижовское кл-ище - ДС Автозаводская;12345;107089;;58380,15953,16182,14712,14711,14830;;
;;;;;15955,;;;B>A;A;Чижовское кл-ще - АС Автозаводская;6;101802;;58380,15953,16182,14712,14711,14830;;
95;;;;4 АП;15808,;;;A>B;A;д/с Славинского - Степянка;1234567;91456;;15014,14350,14347,14403,14346,14342,14422,14421,15427,15428,15424,16252,15375,15376,15381,15382,15383,15384;;d1-d5 - 01.10.2013<br>d6-d7 - 13.04.2013
;;;;;;;;B>A;A;Степянка - д/с Славинского;1234567;91457;;15384,15385,15386,15387,15371,15372,15373,15374,15425,15428,14420,14341,14343,14344,14348,14997,15014;;
95д;;;;;15822,;;;A>B;A;д/с Славинского - пер. геологический;1234567;92620;;15014,14350,14347,14403,14346,14342,14422,14421,15427,15428,15424,16252,15375,15376,15377,69253;;d1-d5 - 12.02.2013<br>d6-d7 - 27.04.2013
;;;;;;;;B>A;A;пер. геологический - д/с Славинского;1234567;92617;;69253,15371,15372,15373,15374,15425,15426,14420,14341,14343,14344,14348,14997,15014;;
96;;;;2 АП;15949,;;;A>B;A;ДС Малиновка-4 – ст.м. Петровщина-Брилевичи;1234567;100779;;54638,15583,15584,14984,14985,14986,14987,143099,14919,14920,14921,69018,15595,72368,16250,73039,72458,16231,71916,72681,16232,71972;;d1-d5 - 01.10.2013<br>d6-d7 - 01.09.2013
;;;;;;;;B>A;A;Брилевичи-ст.м. Петровщина - ДС Малиновка-4;1234567;100782;;71972,72680,72679,73882,72434,16251,73464,15570,15571,14911,14922,14923,14924,14976,14977,14978,14979,15579,15580,15582,54638;;
97;;;;5 АП;15964,;;;A>B;A;ДС Серова - Малиновка-8;12345;103092;;69176,15068,15069,15070,15052,15053,15056,15057,15058,15031,15032,15947,72680,72679,73882,14911,14922,14923,14924,14925,14926,14959;;d1 - 16.09.2013<br>d2-d5 - 15.10.2013<br>d6-d7 - 21.09.2013
;;;;;15969,;;;A>B;A;ДС Серова-Малиновка-8;67;103667;;69176,15068,15069,15070,15052,15053,15056,15057,15058,15031,15032,15947,72680,72679,73882,14911,14922,14923,14924,14925,14926,14959;;
;;;;;15964,;;;B>A;A;Малиновка-8 - ДС Серова;12345;103091;;14959,14917,143099,14919,14920,14921,69034,16231,71916,72681,15949,15950,15030,15047,15048,15049,15050,15051,15066,15067,69176;;
;;;;;15969,;;;B>A;A;Малиновка-8-ДС Серова;67;103666;;14959,14917,143099,14919,14920,14921,69034,16231,71916,72681,15949,15950,15030,15047,15048,15049,15050,15051,15066,15067,69176;;
;;;;;15964,;;0;C>E;A;Малиновка-8 - Малиновка-4;1;103098;;14959,54638;;
;;;;;;;0;E>C;A;Малиновка-4-Малиновка-8;1;103097;;54638,14959;;
98с;;;;6 АП;;;;A>B;A;дс Лошица-2 - ст.м. Могилевская;12345;107275;;68811,15463,15464,15490,15459,15460,15469,15500,15501,15502,133126,15504,15505,15506,14617,14584,14620,16180,14626,15620;;d1-d5 - 29.10.2013
;;;;;16007,;;;A>B;A;дс Лошица-2 - ст.м. Могилёвская;;108009;;;;
;;;;;15964,;;;B>A;A;ст.м. Могилевская - дс Лошица-2;12345;107276;;15620,14712,14711,14743,14623,14586,15513,15523,15524,15525,15536,15539,15540,15541,15485,15486,15456,15465,15466,15467,68810,68811;;
;;;;;;;0;D>A;A;D - дс Лошица-2;12345;107277;;15536,15539,15540,15541,15485,15486,15456,15465,15466,15467,68810,68811;;
99;;;;7 АП;15787,;;;A>B;A;ДС УРУЧЬЕ-4 - 9-й КМ;1234567;90844;;14660,14661,14663,14665,14666,14669,14670,14673,14652,14378,14642,14376,14373,14371,14369,14368,14366,14627;;d1-d5 - 01.10.2013<br>d6-d7 - 23.03.2013
;;;;;;;;B>A;A;9-й КМ - ДС УРУЧЬЕ-4;1234567;90846;;14627,14365,14367,14370,14371,14374,14375,14377,14641,14656,14653,14674,14672,14671,14668,14667,14664,14662,14659,14660;;
;;;;;15979,;;0.69;D>A1;A;D АП 7 - Уручье-4;12345;104567;;14371,14372,14374,14375,14377,14641,14656,14653,14674,14672,14671,14668,14667,14664,14662,14659,14660;;
100;;;;;15892,;;;A>B;A;А/В МОСКОВСКИЙ -Аэропорт"Минск-1";1234567;98315;;14387,14341,14343,14490,14491,14492,15859,14768,15889,15703,15744,15860,15862,15863,15866,15869,15665,15838,15840,69250,15871;;d1-d5 - 01.10.2013<br>d6-d7 - 15.09.2013
;;;;;;;;B>A;A;Аэропорт "Минск-1"-А/В Московский;1234567;98316;;15871,15842,15841,15839,15844,15870,15868,15867,15864,15865,15861,15745,15746,15888,14756,14494,14495,14496,14346,14342,15418,14387;;
101;;;;5 АП;15661,;;;A>B;A;ДС Дружная - ТЦ Ждановичи;1234567;82242;;71378,54508,15668,15669,69317,14815,14816,14762,14715,14817,14848,14849,15563,14854,14859,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133184,133183;;d1-d5 - 02.09.2013<br>d6-d7 - 17.11.2012
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Дружная;1234567;82237;;133183,133185,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,15192,15193,69316,15169,15195,14704,14714,14716,54642,14763,14717,15698,15700,15701,15702,71378;;
;;;;;;;0.53;B1>D;A;ТЦ Ждановичи - D;1234567;82241;;133183,133185,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,15192,15193,69316,15562;;
;;;;;;;0.5;D>B1;A;D - ТЦ Ждановичи;1234567;82239;;15563,14854,14859,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133184,133183;;
102;;;;2 АП;15995,;;;A>B;A;д/с Чижовка - Вокзал;1234567;107003;;15536,15537,15539,15540,15541,15542,15543,15544,15545,15546,15547,15548,15549,15550,15551,15552,15896,15897;;d1-d5 - 17.10.2013<br>d6-d7 - 19.10.2013
;;;;;;;;B>A;A;Вокзал - д/с Чижовка;1234567;107006;;15897,15443,15444,15445,15446,15447,15449,15450,15451,15495,15496,15497,15498,15499,15500,15501,15502,71280,15771,15773,15513,15523,15524,15525,15534,15536;;
;;;;;;;0;A>D;A;д/с Чижовка - D;1234567;107000;;15536,15537,15539,15540,15541,15542,15543,15544,15545,15546,15547;;
;;;;;;;0.69;D>A1;A;D - Камвольный комбинат;1234567;107007;;15450,15451,15495,15496,15497,15498,15499,15500,15501,15502,71280,15771,15773,15513,15523,15524,15525,15534,15536;;
;;;;;;;0.33;D>B1;A;D - Вокзал;12345;107008;;15549,15552,15564,15896,15897;;
104;;;;;15885,;;;A>B;A;Малиновка-4 - Сеница;1234567;97376;;54638,14952,14982,14983,15585,14942,14943,14933,15592,15593,69034,16231,71916,72681,15949,15950,15030,15047,15048,15049,15050,15089,58327,58328,73744,58329;;d1-d5 - 16.09.2013<br>d6-d7 - 29.06.2013
;;;;;;;;B>A;A;Сеница - Малиновка-4;1234567;97378;;58329,58330,15052,15053,15056,15057,15058,15031,15032,15947,72680,72679,73882,69018,15572,54693,14938,14939,14940,15578,14980,14981,14949,14950,54638;;
;;;;;;;0.79;A1>D;A;Малиновка-4 - D (c АвтоВАЗ);67;97379;;54638,14952,14982,14983,15585,14942,14943,14933,15592,15593,69034,16231,71916,72681,15949,15950,15030,15047,15048,15049,15050,15089;;
;;;;;15964,;;0.79;A1>D;A;Малиновка-4 - D (до АвтоВАЗ);12345;103110;;54638,14952,14982,14983,15585,14942,14943,14933,15592,15593,69034,16231,71916,72681,15949,15950,15030,15047,15048,15049,15050,15089;;
;;;;;15885,;;0.83;D>A1;A;D - Малиновка-4 (с АвтоВАЗ);67;97380;;15052,15053,15056,15057,15058,15031,15032,15947,72680,72679,73882,69018,15572,54693,14938,14939,14940,15578,14980,14981,14949,14950,54638;;
;;;;;15964,;;0.83;D>A1;A;D - Малиновка-4 (подбор с АвтоВАЗ);12345;103111;;15052,15053,15056,15057,15058,15031,15032,15947,72680,72679,73882,69018,15572,54693,14938,14939,14940,15578,14980,14981,14949,14950,54638;;
;;;;;;;0.21;D>B1;A;D АП 2 -Сеница (подбор с АвтоВАЗ);12345;103113;;15089,58327,58328,73744,58329;;
105;;;;4 АП;15985,;;;A>B;A;ДС Карастояновой - Зацень;1234567;105637;;15750,15714,15713,58346,14693,14694,14964,14965,14968,14969,14970,16081,16083;;d1-d5 - 07.10.2013<br>d6 - 02.02.2013<br>d6-d7 - 23.02.2013
;;;;;;;;B>A;A;Зацень - ДС Карастояновой;1234567;105638;;16083,16082,16080,14999,15000,15001,15004,15005,14845,14846,15716,15715,15750;;
106;;;;6 АП;15988,;;;A>B;A;д/с Ангарская-4 - ст.м. Тракторный завод;12345;105935;;68909,15330,15331,15332,15334,15413,15414,15406,15417,14777,14778,15812,15813;;d1-d5 - 10.10.2013
;;;;;;;;B>A;A;ст.м. Тракторный завод - д/с Ангарская-4;12345;105936;;15813,15814,15811,14736,14737,15404,15405,15409,15410,15412,15303,15304,15833,68909;;
107;;;;5 АП;15964,;;;A>B;A;ДС Кунцевщина  -   Корженевского;12345;103454;;15858,15553,15554,58331,72952,15517,15247,15250,15251,14701,14702,14703,14704,14714,14716,54642,14763,14717,14719,14812,15021,15022,15023,15024,15026,15031,15047,15048,15049,71466;;d1-d5 - 16.09.2013<br>d6-d7 - 01.09.2013
;;;;;;;;B>A;A;Корженевского - ДС Кунцевщина;1234567;103457;;71466,15056,15057,15058,15059,15060,15062,15063,15064,14813,14814,14815,14816,14762,14715,14817,14818,14819,14838,15252,15253,15258,15518,15519,72951,15520,15521,15522,15858;;
;;;;5 АП+6АП;15949,;;;A>B;A;ДС Кунцевщина -  Корженевского;67;100802;;15858,15553,15554,58331,72952,15517,15247,15250,15251,14701,14702,14703,14704,14714,14716,54642,14763,14717,14719,14812,15021,15022,15023,15024,15026,15031,15047,15048,15049,15054,71466;;
;;;;;;;;C>E;A;Корженевского-Курасовщина;67;100796;;71466,15836;;
;;;;;;;;E>C;A;Курасовщина -  Корженевского;67;100797;;15836,71466;;
108;;;;2 АП;15979,;;;A>B;A;ас Автозаводская - пос. Гатово;12345;106206;;14626,14711,14743,14623,14622,14586,15513,15523,15525,15536,15539,15540,15541,16161,16131,16162,16163,16134,16166,16167,16170,16173;;d1-d5 - 01.10.2013
;;;;;;;;B>A;A;пос. Гатово - ас Автозаводская;12345;106205;;16173,16169,16168,16165,16133,16164,16135,16132,16160,15500,15501,15502,133126,15504,15506,14617,14584,14619,14620,16180,14626;;
108д;;;;;15834,;;;A>B;A;д/с Чижовка - Гатово;1234567;93538;;15534,15536,15539,15541,16161,16131,16162,16163,16134,16166,16167,16170,16173;;d1-d5 - 01.10.2013<br>d6-d7 - 09.05.2013
;;;;;;;;B>A;A;Гатово - д/с Чижовка;1234567;93536;;16173,16169,16168,16165,16133,16164,16135,16132,16160,15500,15502,15534;;
109;;;;7 АП;15964,;;;A>B;A;ДС КАРБЫШЕВА - Северное кладбище;1234567;103128;;14364,16008,16010,16076,16096,16084;;d1-d5 - 16.09.2013<br>d6-d7 - 21.09.2013
;;;;;;;;B>A;A;Северное кладбище - ДС КАРБЫШЕВА;1234567;103129;;16084,16094,16108,16011,16009,14364;;
109в;;;;;;;;A>B;A;ДС КАРБЫШЕВА - Северное кладбище;1234567;103132;;14364,14459,15783,15785,15786,16008,16010,16078,16079,16077,16076,16096,16084;;d1-d5 - 16.09.2013<br>d6-d7 - 21.09.2013
;;;;;;;;B>A;A;Северное кладбище - ДС КАРБЫШЕВА;1234567;103133;;16084,16094,16108,16078,16079,16077,16011,16009,14364;;
110;;;;6 АП;15871,;;;A>B;A;ас Автозаводская - Городок - пос. Сосны;1234567;96800;;14830,15620,16040,16042,16043,16044,16073,16050,16060,16051,16057,16058;;d1-d5 - 01.10.2013<br>d6-d7 - 15.06.2013
;;;;;;;;B>A;A;п. Сосны - АС Автозаводская;1234567;96801;;16058,16052,16048,16045,16074,14828,16041,14712,14830;;
110а;;;;;;;;A>B;A;АС Автозаводская  - пос. Сосны - Городок;1234567;96806;;14830,15620,16040,16042,16043,16044,16073,16057,16058;;d1-d5 - 01.10.2013<br>d6-d7 - 15.06.2013
;;;;;;;;B>A;A;п. Сосны - АС Автозаводская;67;96805;;16058,16052,16050,16060,16051,16048,16045,16074,14828,16041,14712,14830;;
;;;;;15979,;;;B>A;A;п. Сосны - Городок-АС Автозаводская;12345;106826;;16058,16052,16050,16060,16051,16048,16045,16074,14828,16041,14712,14830;;
110б;;;;;15871,;;;A>B;A;ас Автозаводская - Городок -  Сосны - АТНК;1234567;96809;;14830,15620,16040,16042,16043,16044,16073,16050,16060,16051,16057,16058,16059;;d1-d5 - 07.10.2013<br>d6-d7 - 15.06.2013
;;;;;15985,;;;A>B;A;АС Автозаводская - Городок -  Сосны - АТНК;12345;105646;;14830,15620,16040,16042,16043,16044,16073,16050,16060,16051,16057,16058,16059;;
;;;;;15871,;;;B>A;A;ин-т ядерной физики - ДС Автозаводская;1234567;96810;;16059,58333,16052,16048,16045,16074,14828,16041,14712,14830;;
;;;;;15985,;;;B>A;A;ин-т ядерной физики - АС Автозаводская;12345;105647;;16059,58333,16052,16048,16045,16074,14828,16041,14712,14830;;
110в;;;;;15871,;;;A>B;A;ас Автозаводская - Городок - АТНК- Сосны;1234567;96813;;14830,15620,16040,16042,16043,16044,16073,16057,16058,16059;;d1-d5 - 07.10.2013<br>d6-d7 - 15.06.2013
;;;;;15985,;;;A>B;A;АС Автозаводская - Городок - АТНК- Сосны;12345;105651;;14830,15620,16040,16042,16043,16044,16073,16057,16058,16059;;
;;;;;15871,;;;B>A;A;ин-т ядерной физики - АС Автозаводская;67;96814;;16059,58333,16052,16050,16060,16051,16048,16045,16074,14828,16041,14712,14830;;
;;;;;15979,;;;B>A;A;ин-т ядерной физики - ДС Автозаводская;12345;106820;;16059,58333,16052,16050,16060,16051,16048,16045,16074,14828,16041,14712,14830;;
;;;;;15985,;;;B>A;A;ин-т ядерной физики-АС Автозаводская;12345;105652;;16059,58333,16052,16050,16060,16051,16048,16045,16074,14828,16041,14712,14830;;
110г;;;;;15979,;;;A>B;A;ас Автозаводская - Городок - Трайпл - пос. Сосны;12345;106815;;14830,15620,16040,16042,16043,16044,16073,16050,16060,16109,16110,133119,16051,16057,16058;;d1-d5 - 01.10.2013
;;;;;;;;B>A;A;п. Сосны - ДС Автозаводская;12345;106816;;16058,16052,16048,16045,16074,14828,16041,14712,14830;;
110д;;;;;;;;A>B;A;ас Автозаводская - пос. Сосны - Городок - Трайпл;12345;106811;;14830,15620,16040,16042,16043,16044,16073,16057,16058;;d1-d5 - 01.10.2013
;;;;;;;;B>A;A;п. Сосны - ДС Автозаводская;12345;106812;;16058,16057,16051,133119,16109,16110,133119,16051,16048,16045,16074,14828,16041,14712,14830;;
112с;;;;;15801,;;;A>B;A;АС Автозаводская  - м-н Сокол;67;92551;;14830,15620,16040,16042,16049,16062,16065;;d1-d5 - 07.10.2013<br>d6-d7 - 06.04.2013
;;;;;15985,;;;A>B;A;АС Автозаводсая- м-р Сокол;12345;105655;;14830,15620,16040,16042,16049,16062,16065;;
;;;;;;;;A>B;A;АС Автозаводская  - м-р Сокол;12345;105939;;14830,15620,16040,16042,16049,16062,16065;;
;;;;;15801,;;;B>A;A;м-н  Сокол -АС Автозаводская;67;92552;;16065,16048,14828,16041,14712,14711,14830;;
;;;;;15985,;;;B>A;A;м-р Сокол - АС Автозаводская;12345;105656;;16065,16048,14828,16041,14712,14711,14830;;
;;;;;;;;B>A;A;м-р Сокол-АС Автозаводская;12345;105940;;16065,16048,14828,16041,14712,14711,14830;;
113с;;;;7 АП;15785,;;;A>B;A;А/В МОСКОВСКИЙ - Тубдиспансер;1234567;90634;;14387,14341,14344,14396,14457,16019,16013,16021,16022,16023,16024,16026,16027,16028,16029,16032,73798,16033;;d1-d5 - 21.03.2013<br>d6-d7 - 15.06.2013
;;;;;;;;B>A;A;Тубдиспансер - А/В МОСКОВСКИЙ;1234567;90635;;16033,73800,16031,16030,71974,111036,16025,16035,16036,16037,16038,16039,16020,14439,14397,14346,14393,14387;;
;;;;;;;0.66;B1>D;A;Тубдиспансер - D;67;90636;;16033,16031,16027,16025,16035,16038,16039,16020,14439;;
;;;;;;;0.64;D>B1;A;D - Тубдиспансер;1234567;90631;;14457,16019,16013,16021,16022,16023,16024,16026,16027,16028,16029,16032,73798,16033;;
114с;;;;6 АП;16003,;;;A>B;A;д/с Чижовка - Авторынок;234567;107552;;68866,15536,15539,15541,15485,15486,15456,58334,15985,15052,15056,15058,15031,15032,72680,72679,73882,14923,14925,14928,14929,71193,133254,16004,16006;;d2-d5 - 25.10.2013<br>d6-d7 - 26.10.2013
;;;;;;;;B>A;A;Авторынок - д/с Чижовка;234567;107553;;16006,16005,14955,14956,14957,143099,14920,73882,71916,72681,15949,15030,15047,15049,15089,15960,15490,15459,15460,15469,15500,15502,193249,68866;;
115э;;;;4 АП;15964,;;;A>B;A;д/с Дружная - Тубдиспансер;1234567;103136;;15917,15870,15746,14344,14457,16021,16022,16023,16024,16026,16027,16028,16029,16032,16033;;d1-d5 - 16.09.2013<br>d6-d7 - 21.09.2013
;;;;;;;;B>A;A;Тубдиспансер - д/с Дружная;1234567;103138;;16033,16031,16030,71974,111036,16025,16035,16036,16037,16038,14492,15703,15869,15917;;
;;;;;;;0.69;B1>D;A;Тубдиспансер - D;12345;103137;;16033,16031,16030,71974,111036,16025,16035,16036,16037,16038,14439,14490,14492;;
116;;;;5 АП;15949,;;;A>B;A;ДС Кунцевщина-Малиновка-8;67;100824;;15858,15553,15554,15555,15556,15557,15558,14865,14881,14884,14885,15135,15136,58335,54678,15647,15648,15656,15657,58338,14936,14937,14944,14986,14987,14925,14926,14959;;d1-d5 - 01.10.2013<br>d6-d7 - 01.09.2013
;;;;;15979,;;;A>B;A;ДС Кунцевщина - Малиновка-8 мкр-н;12345;104601;;15858,15553,15554,15555,15556,15557,15558,14865,14881,14884,14885,15135,15136,58335,54678,15647,15648,15656,15657,58338,14936,14937,14944,14986,14987,14925,14926,14959;;
;;;;;15949,;;;B>A;A;Малиновка-8 - ДС Кунцевщина;67;100820;;14959,14917,14976,14977,14932,14933,14934,14935,15654,15655,15638,15639,58341,58337,15159,15160,14886,14887,14860,14864,15561,15560,15559,15520,15521,15522,15858;;
;;;;;15979,;;;B>A;A;Малиновка-8 мкр-н - ДС Кунцевщина;12345;104597;;14959,14917,14976,14977,14932,14933,14934,14935,15654,15655,15638,15639,58341,58337,15159,15160,14886,14887,14860,14864,15561,15560,15559,15520,15521,15522,15858;;
119;;;;;15955,;;;A>B;A;Малиновка-4-ст.м.Петровщина-Малиновка-8;1234567;101846;;54638,14951,14952,14982,14983,15585,14942,14943,14933,14934,14935,15662,15663,15570,15571,14911,14922,14923,14924,14989,14988,14913,14914,14915,14916,14959;;d1-d5 - 16.09.2013<br>d6-d7 - 07.09.2013
